epoch,step,train_loss,val_loss
0,17,,0.03787412494421005
1,35,,0.03487761691212654
2,49,0.03639029711484909,
2,53,,0.034537408500909805
3,71,,0.03559783101081848
4,89,,0.03466003015637398
5,99,0.02605295740067959,
5,107,,0.03468067944049835
6,125,,0.033951569348573685
7,143,,0.03389117121696472
8,149,0.02195190265774727,
8,161,,0.03434279188513756
9,179,,0.045050084590911865
10,197,,0.03754644840955734
11,199,0.021547546610236168,
11,215,,0.03477856144309044
12,233,,0.0374290868639946
