epoch,step,train_loss,val_loss
0,3,,0.9381868839263916
1,7,,1.2672806978225708
2,11,,1.2866917848587036
3,15,,0.9572569727897644
4,19,,0.8269461989402771
5,23,,0.8743873238563538
6,27,,0.8709903955459595
7,31,,0.8300754427909851
8,35,,0.8230162262916565
9,39,,0.8314510583877563
10,43,,0.8362451791763306
11,47,,0.8197547793388367
12,49,1.4021344184875488,
12,51,,0.8128362894058228
13,55,,0.8109275698661804
14,59,,0.8090330362319946
15,63,,0.8078569173812866
16,67,,0.805769145488739
17,71,,0.8047025203704834
18,75,,0.801369309425354
19,79,,0.7988274097442627
20,83,,0.7969303131103516
21,87,,0.794011652469635
22,91,,0.7908504009246826
23,95,,0.7922784686088562
24,99,0.9113139510154724,
24,99,,0.7849619388580322
25,103,,0.781916081905365
26,107,,0.7783807516098022
27,111,,0.7746947407722473
28,115,,0.770356297492981
29,119,,0.7695383429527283
30,123,,0.7617403864860535
31,127,,0.7577974796295166
32,131,,0.7511423826217651
33,135,,0.7500377893447876
34,139,,0.7334732413291931
35,143,,0.7275463342666626
36,147,,0.7146737575531006
37,149,0.8856516480445862,
37,151,,0.7095457315444946
38,155,,0.6954368352890015
39,159,,0.6785704493522644
40,163,,0.6638126969337463
41,167,,0.6575969457626343
42,171,,0.6157106757164001
43,175,,0.5872982144355774
44,179,,0.5479844808578491
45,183,,0.5008412003517151
46,187,,0.47308647632598877
47,191,,0.4001578390598297
48,195,,0.3565807640552521
49,199,0.6107137203216553,
49,199,,0.46064630150794983
50,203,,0.3095953166484833
51,207,,0.47121718525886536
52,211,,0.3096266984939575
53,215,,0.37801870703697205
54,219,,0.34062716364860535
55,223,,0.29683858156204224
56,227,,0.4956190586090088
57,231,,0.29535558819770813
58,235,,0.4055882692337036
59,239,,0.28165003657341003
60,243,,0.2771926820278168
61,247,,0.33807891607284546
62,249,0.3596918284893036,
62,251,,0.2706056833267212
63,255,,0.32698512077331543
64,259,,0.28694280982017517
65,263,,0.26118287444114685
66,267,,0.3461821377277374
67,271,,0.26289257407188416
68,275,,0.3055541217327118
69,279,,0.2575247883796692
70,283,,0.2844998240470886
71,287,,0.26336655020713806
72,291,,0.27604126930236816
73,295,,0.2613028287887573
74,299,0.3980063199996948,
74,299,,0.28171515464782715
