epoch,step,train_loss,val_loss
0,3,,2.8092594146728516
1,7,,1.361236333847046
2,11,,1.4103577136993408
3,15,,1.2492529153823853
4,19,,1.4580307006835938
5,23,,1.500370740890503
6,27,,1.2870721817016602
7,31,,1.1089463233947754
8,35,,1.0710093975067139
9,39,,1.0530925989151
10,43,,1.0878348350524902
11,47,,1.0902676582336426
12,49,0.589033842086792,
12,51,,1.0425503253936768
13,55,,0.9994522333145142
14,59,,0.9878385663032532
15,63,,0.9886792302131653
16,67,,1.0083082914352417
17,71,,1.0135241746902466
18,75,,0.9877036809921265
19,79,,0.9795239567756653
20,83,,0.970339834690094
21,87,,0.948091983795166
22,91,,0.9206750392913818
23,95,,0.9556635618209839
24,99,0.4853004813194275,
24,99,,0.948632001876831
25,103,,0.9360519647598267
26,107,,0.9542328119277954
27,111,,0.9252537488937378
