epoch,step,train_loss,val_loss
0,3,,1.372296690940857
1,7,,1.1353211402893066
2,11,,0.7992392182350159
3,15,,0.9611019492149353
4,19,,0.8000718355178833
5,23,,0.8503078818321228
6,27,,0.7874417901039124
7,31,,0.8133695125579834
8,35,,0.7757142186164856
9,39,,0.7711922526359558
10,43,,0.7574654221534729
11,47,,0.7701736688613892
12,49,0.6561121344566345,
12,51,,0.7256485819816589
13,55,,0.7042630314826965
14,59,,0.677716851234436
15,63,,0.6434372663497925
16,67,,0.6307299137115479
17,71,,0.5802688002586365
18,75,,0.5595797896385193
19,79,,0.5319681763648987
20,83,,0.5012679100036621
21,87,,0.5175079703330994
22,91,,0.3851549029350281
23,95,,0.3767164945602417
24,99,0.4326837658882141,
24,99,,0.49625176191329956
25,103,,0.3337090015411377
26,107,,0.403011292219162
27,111,,0.33322930335998535
28,115,,0.30874571204185486
29,119,,0.40311408042907715
30,123,,0.3547189235687256
31,127,,0.28046610951423645
32,131,,0.2663109600543976
33,135,,0.3915056884288788
34,139,,0.27476081252098083
35,143,,0.3888026475906372
36,147,,0.23871299624443054
37,149,0.1291717141866684,
37,151,,0.281589537858963
38,155,,0.25429484248161316
39,159,,0.2627914249897003
40,163,,0.30844444036483765
41,167,,0.43664512038230896
