epoch,step,train_loss,val_loss
0,15,,0.1345718502998352
1,31,,0.059187233448028564
2,47,,0.045387718826532364
3,49,0.04002982750535011,
3,63,,0.04512971639633179
4,79,,0.045948270708322525
5,95,,0.04552807658910751
6,99,0.04818260669708252,
6,111,,0.04417243227362633
7,127,,0.04432151839137077
8,143,,0.043281879276037216
9,149,0.035902898758649826,
9,159,,0.04405468329787254
10,175,,0.04298866540193558
11,191,,0.043053023517131805
12,199,0.04213342070579529,
12,207,,0.042648620903491974
13,223,,0.042924314737319946
14,239,,0.04245418682694435
15,249,0.04813968762755394,
15,255,,0.042329005897045135
16,271,,0.04259622469544411
17,287,,0.042254410684108734
18,299,0.03902573138475418,
18,303,,0.04229466989636421
19,319,,0.042401161044836044
20,335,,0.042243022471666336
21,349,0.03317917510867119,
21,351,,0.04168432205915451
22,367,,0.042035531252622604
23,383,,0.0420042984187603
24,399,0.049057018011808395,
24,399,,0.04182502627372742
25,415,,0.04180680215358734
26,431,,0.041940879076719284
