epoch,step,train_loss,val_loss
0,48,,3312.3505859375
1,49,3594.047119140625,
1,97,,502.5813903808594
2,99,498.3221435546875,
2,146,,418.75823974609375
3,149,334.5332946777344,
3,195,,408.0393981933594
4,199,472.49163818359375,
4,244,,398.6477355957031
5,249,404.9328918457031,
5,293,,389.7770690917969
6,299,437.0758056640625,
6,342,,382.1895446777344
7,349,335.1068420410156,
7,391,,375.40985107421875
8,399,501.1398010253906,
8,440,,369.29522705078125
9,449,341.8279113769531,
9,489,,364.29803466796875
10,499,342.04302978515625,
10,538,,358.13482666015625
11,549,361.9634094238281,
11,587,,353.9457702636719
12,599,558.7827758789062,
12,636,,347.9208679199219
13,649,242.66268920898438,
13,685,,343.6893615722656
14,699,363.4473876953125,
14,734,,338.31451416015625
15,749,243.43716430664062,
15,783,,332.9361572265625
16,799,276.49359130859375,
16,832,,328.0975341796875
17,849,378.742919921875,
17,881,,323.6783447265625
18,899,358.4289855957031,
18,930,,319.0931701660156
19,949,411.58660888671875,
19,979,,314.4221496582031
20,999,245.84371948242188,
20,1028,,311.2873840332031
21,1049,224.4311981201172,
21,1077,,307.1169128417969
22,1099,392.4606628417969,
22,1126,,303.4608154296875
23,1149,244.82760620117188,
23,1175,,302.68255615234375
24,1199,440.91009521484375,
24,1224,,298.87762451171875
25,1249,356.7857971191406,
25,1273,,295.013916015625
26,1299,211.1238250732422,
26,1322,,294.7835998535156
27,1349,220.39747619628906,
27,1371,,291.23883056640625
28,1399,223.10696411132812,
28,1420,,289.340087890625
29,1449,366.83135986328125,
29,1469,,290.9808654785156
30,1499,246.28353881835938,
30,1518,,287.4088134765625
31,1549,231.3981475830078,
31,1567,,288.25714111328125
32,1599,198.068359375,
32,1616,,285.9898681640625
33,1649,298.8042907714844,
33,1665,,283.34918212890625
34,1699,190.98228454589844,
34,1714,,281.68359375
35,1749,202.52645874023438,
35,1763,,282.7862854003906
36,1799,227.85031127929688,
36,1812,,281.0376892089844
37,1849,290.15655517578125,
37,1861,,279.0293273925781
38,1899,238.52178955078125,
38,1910,,278.7080383300781
39,1949,131.73800659179688,
39,1959,,277.1953430175781
40,1999,257.6706237792969,
40,2008,,276.2858581542969
41,2049,213.74325561523438,
41,2057,,279.8138122558594
42,2099,150.01434326171875,
42,2106,,274.48016357421875
43,2149,215.94387817382812,
43,2155,,274.4354553222656
44,2199,167.83609008789062,
44,2204,,274.3753356933594
45,2249,333.9180603027344,
45,2253,,273.40081787109375
46,2299,264.50830078125,
46,2302,,271.69647216796875
47,2349,198.82949829101562,
47,2351,,283.2296447753906
48,2399,222.84095764160156,
48,2400,,270.3192443847656
49,2449,187.61801147460938,
49,2449,,269.9609375
50,2498,,270.9934387207031
51,2499,276.341796875,
51,2547,,267.7200622558594
52,2549,343.6380310058594,
52,2596,,271.6454162597656
53,2599,237.34854125976562,
53,2645,,268.4830322265625
54,2649,153.4759521484375,
54,2694,,266.1839294433594
55,2699,294.87957763671875,
55,2743,,265.7474365234375
56,2749,274.53070068359375,
56,2792,,265.1371154785156
57,2799,280.5079650878906,
57,2841,,264.44384765625
58,2849,145.69955444335938,
58,2890,,264.28350830078125
59,2899,328.59539794921875,
59,2939,,263.4684753417969
60,2949,157.82505798339844,
60,2988,,264.7431640625
61,2999,116.02790069580078,
61,3037,,262.42083740234375
62,3049,263.2778625488281,
62,3086,,262.6340026855469
63,3099,204.2666015625,
63,3135,,263.5244140625
64,3149,278.5629577636719,
64,3184,,261.2644348144531
65,3199,275.73443603515625,
65,3233,,261.2304382324219
66,3249,291.14892578125,
66,3282,,261.2212829589844
67,3299,156.8590850830078,
67,3331,,263.139892578125
68,3349,235.479248046875,
68,3380,,260.1259460449219
69,3399,249.4159698486328,
69,3429,,264.5464172363281
70,3449,320.1800537109375,
70,3478,,260.2654113769531
71,3499,230.58355712890625,
71,3527,,260.7419128417969
72,3549,230.9550323486328,
72,3576,,261.65313720703125
73,3599,295.9679260253906,
73,3625,,259.35626220703125
74,3649,165.33702087402344,
74,3674,,258.9831237792969
75,3699,199.83180236816406,
75,3723,,259.3013916015625
76,3749,224.56320190429688,
76,3772,,259.01025390625
77,3799,192.05081176757812,
77,3821,,259.3550109863281
78,3849,341.69122314453125,
78,3870,,259.7384033203125
79,3899,133.85765075683594,
79,3919,,258.5674133300781
80,3949,283.2985534667969,
80,3968,,259.16748046875
81,3999,271.11737060546875,
81,4017,,258.619873046875
82,4049,210.69692993164062,
82,4066,,259.35223388671875
83,4099,166.02598571777344,
83,4115,,261.0444030761719
84,4149,283.0706481933594,
84,4164,,257.9737854003906
85,4199,217.22640991210938,
85,4213,,258.7596130371094
86,4249,171.49078369140625,
86,4262,,257.4133605957031
87,4299,222.1383514404297,
87,4311,,259.15008544921875
88,4349,322.80682373046875,
88,4360,,257.912841796875
89,4399,272.5041809082031,
89,4409,,257.42724609375
90,4449,157.69851684570312,
90,4458,,257.2375183105469
91,4499,219.0765838623047,
91,4507,,262.9334716796875
92,4549,267.5517883300781,
92,4556,,257.0389709472656
93,4599,301.9702453613281,
93,4605,,262.80389404296875
94,4649,130.6901092529297,
94,4654,,257.0252990722656
95,4699,221.2669219970703,
95,4703,,257.1679992675781
96,4749,193.96453857421875,
96,4752,,259.8061218261719
97,4799,285.1317138671875,
97,4801,,256.52716064453125
98,4849,257.395263671875,
98,4850,,256.53167724609375
99,4899,283.5659484863281,
99,4899,,256.3315734863281
