epoch,step,train_loss,val_loss
0,15,,0.03303723782300949
1,31,,0.029954779893159866
2,47,,0.021433550864458084
3,49,0.01738812029361725,
3,63,,0.018037736415863037
4,79,,0.01542465016245842
5,95,,0.015006246976554394
6,99,0.011558839119970798,
6,111,,0.016462428495287895
7,127,,0.013987962156534195
8,143,,0.012445560656487942
9,149,0.014453819021582603,
9,159,,0.013246347196400166
10,175,,0.012616056017577648
11,191,,0.011782168410718441
12,199,0.00780988484621048,
12,207,,0.013271625153720379
13,223,,0.012390606105327606
14,239,,0.010823790915310383
15,249,0.018153812736272812,
15,255,,0.01092300470918417
16,271,,0.010994111187756062
17,287,,0.013010790571570396
18,299,0.01220417395234108,
18,303,,0.01391707081347704
19,319,,0.010544521734118462
20,335,,0.011911827139556408
21,349,0.014393383637070656,
21,351,,0.010697315447032452
22,367,,0.011730977334082127
23,383,,0.013315708376467228
24,399,0.014211338944733143,
24,399,,0.011178102344274521
