epoch,step,train_loss,val_loss
0,11,,0.07890895009040833
1,23,,0.04280088469386101
2,35,,0.03617654740810394
3,47,,0.03578848019242287
4,49,0.04691660776734352,
4,59,,0.036088649183511734
5,71,,0.03544459119439125
6,83,,0.03529275581240654
7,95,,0.035081904381513596
8,99,0.028947340324521065,
8,107,,0.03496568277478218
9,119,,0.03502678498625755
10,131,,0.03480231761932373
11,143,,0.034779977053403854
12,149,0.028691262006759644,
12,155,,0.03458869457244873
13,167,,0.034889038652181625
14,179,,0.035044390708208084
15,191,,0.034429747611284256
16,199,0.03700269013643265,
16,203,,0.036500830203294754
17,215,,0.034451764076948166
18,227,,0.03473743423819542
19,239,,0.03439667075872421
20,249,0.022389978170394897,
20,251,,0.03459189087152481
21,263,,0.03526213392615318
22,275,,0.034560855478048325
23,287,,0.034390371292829514
24,299,0.038476891815662384,
24,299,,0.03473832830786705
25,311,,0.034756556153297424
26,323,,0.03451499342918396
27,335,,0.034331247210502625
28,347,,0.03502492234110832
29,349,0.03785043954849243,
29,359,,0.034664642065763474
30,371,,0.035065051168203354
31,383,,0.034314390271902084
32,395,,0.034390758723020554
33,399,0.019838307052850723,
33,407,,0.03432907164096832
34,419,,0.03424651548266411
35,431,,0.036474037915468216
36,443,,0.033947598189115524
37,449,0.040808819234371185,
37,455,,0.03444279357790947
38,467,,0.0342489555478096
39,479,,0.03378943353891373
40,491,,0.03424674645066261
41,499,0.03308683633804321,
41,503,,0.034060362726449966
42,515,,0.03502902016043663
43,527,,0.034710004925727844
44,539,,0.034373316913843155
