epoch,step,train_loss,val_loss
0,48,,708.2473754882812
1,49,761.158447265625,
1,97,,386.5371398925781
2,99,411.157470703125,
2,146,,384.34698486328125
3,149,446.9828796386719,
3,195,,378.77215576171875
4,199,441.92071533203125,
4,244,,375.99749755859375
5,249,329.9260559082031,
5,293,,375.8857116699219
6,299,367.8130187988281,
6,342,,376.528076171875
7,349,376.5814208984375,
7,391,,372.0763244628906
8,399,333.46173095703125,
8,440,,368.7414855957031
9,449,312.3600158691406,
9,489,,370.9225769042969
10,499,348.9704284667969,
10,538,,376.2772216796875
11,549,405.5061340332031,
11,587,,366.4344177246094
12,599,387.7596740722656,
12,636,,369.0780944824219
13,649,462.7080993652344,
13,685,,375.1767578125
14,699,339.1571960449219,
14,734,,376.2509460449219
15,749,253.10964965820312,
15,783,,368.6355895996094
16,799,443.4573059082031,
16,832,,367.69708251953125
