epoch,step,train_loss,val_loss
0,48,,582.7572021484375
1,49,607.3304443359375,
1,97,,332.71319580078125
2,99,313.6998596191406,
2,146,,289.5416564941406
3,149,406.94537353515625,
3,195,,259.1798400878906
4,199,245.17044067382812,
4,244,,240.43115234375
5,249,290.2314453125,
5,293,,250.4788360595703
6,299,161.37844848632812,
6,342,,245.75750732421875
7,349,221.0857696533203,
7,391,,233.15087890625
8,399,206.18833923339844,
8,440,,233.9882354736328
9,449,257.3671875,
9,489,,231.16537475585938
10,499,132.07760620117188,
10,538,,235.6456298828125
11,549,234.09750366210938,
11,587,,258.5361022949219
12,599,235.29641723632812,
12,636,,235.874267578125
13,649,293.2701416015625,
13,685,,236.2061004638672
14,699,230.4002685546875,
14,734,,231.7849884033203
