epoch,step,train_loss,val_loss
0,17,,0.03886450082063675
1,35,,0.027891917154192924
2,49,0.019249729812145233,
2,53,,0.02284412644803524
3,71,,0.021235624328255653
4,89,,0.02055634930729866
5,99,0.01552619319409132,
5,107,,0.020091911777853966
6,125,,0.019927779212594032
7,143,,0.019167184829711914
8,149,0.009435771033167839,
8,161,,0.02163679711520672
9,179,,0.01930643804371357
10,197,,0.017877936363220215
11,199,0.019250819459557533,
11,215,,0.017510313540697098
12,233,,0.017480984330177307
13,249,0.016088496893644333,
13,251,,0.017497221007943153
14,269,,0.017186762765049934
15,287,,0.0175174567848444
16,299,0.009964272379875183,
16,305,,0.016910530626773834
17,323,,0.016324196010828018
18,341,,0.016258273273706436
19,349,0.007449365686625242,
19,359,,0.01628095470368862
20,377,,0.016687003895640373
21,395,,0.015938157215714455
22,399,0.00807248242199421,
22,413,,0.016726352274417877
23,431,,0.01984032243490219
24,449,0.01691562496125698,
24,449,,0.016567902639508247
25,467,,0.01590489037334919
26,485,,0.01577499322593212
27,499,0.0141487717628479,
27,503,,0.016006212681531906
28,521,,0.015502417460083961
29,539,,0.015814218670129776
30,549,0.010755520313978195,
30,557,,0.015580096282064915
31,575,,0.015305769629776478
32,593,,0.016593504697084427
33,599,0.013971872627735138,
33,611,,0.015420746058225632
34,629,,0.01596130058169365
35,647,,0.015479546040296555
36,649,0.013187887147068977,
36,665,,0.015533212572336197
