epoch,step,train_loss,val_loss
0,48,,5078.49072265625
1,49,4778.8671875,
1,97,,4990.322265625
2,99,5031.78564453125,
2,146,,4841.8427734375
3,149,4572.462890625,
3,195,,4627.2216796875
4,199,4263.3837890625,
4,244,,4349.1796875
5,249,4955.169921875,
5,293,,4020.6494140625
6,299,2932.1298828125,
6,342,,3649.42138671875
7,349,3468.064453125,
7,391,,3255.385009765625
8,399,3010.50830078125,
8,440,,2855.45458984375
9,449,3078.17431640625,
9,489,,2462.40673828125
10,499,2388.9384765625,
10,538,,2091.160888671875
11,549,2347.875,
11,587,,1751.1649169921875
12,599,1893.220947265625,
12,636,,1448.0645751953125
13,649,1366.3360595703125,
13,685,,1189.518798828125
14,699,1046.2015380859375,
14,734,,966.2433471679688
15,749,831.63916015625,
15,783,,788.9369506835938
16,799,895.8257446289062,
16,832,,653.0269165039062
17,849,756.7732543945312,
17,881,,556.2623291015625
18,899,475.77813720703125,
18,930,,491.55126953125
19,949,382.5447692871094,
19,979,,449.7058410644531
20,999,467.1322937011719,
20,1028,,424.1211853027344
21,1049,366.48590087890625,
21,1077,,410.0421142578125
22,1099,442.0318298339844,
22,1126,,402.55316162109375
23,1149,496.9494323730469,
23,1175,,399.0567932128906
24,1199,260.26446533203125,
24,1224,,397.2919921875
25,1249,336.0986328125,
25,1273,,396.82867431640625
26,1299,471.68218994140625,
26,1322,,396.7419128417969
27,1349,498.3001708984375,
27,1371,,396.8245544433594
28,1399,227.8954315185547,
28,1420,,396.82220458984375
29,1449,444.4003601074219,
29,1469,,396.92266845703125
30,1499,339.5934753417969,
30,1518,,396.78814697265625
31,1549,289.51153564453125,
31,1567,,396.7392272949219
32,1599,370.4527893066406,
32,1616,,396.9071350097656
33,1649,418.32244873046875,
33,1665,,396.9568786621094
34,1699,391.335693359375,
34,1714,,396.72509765625
35,1749,286.1967468261719,
35,1763,,396.6575927734375
36,1799,379.44464111328125,
36,1812,,396.6439514160156
37,1849,709.2819213867188,
37,1861,,396.41790771484375
38,1899,553.682373046875,
38,1910,,396.35479736328125
39,1949,389.5399169921875,
39,1959,,396.27740478515625
40,1999,336.7595520019531,
40,2008,,396.193359375
41,2049,450.85833740234375,
41,2057,,396.11822509765625
42,2099,400.801513671875,
42,2106,,395.9107666015625
43,2149,285.14031982421875,
43,2155,,395.871337890625
44,2199,175.52285766601562,
44,2204,,395.7816162109375
45,2249,454.5748291015625,
45,2253,,395.7196044921875
46,2299,300.0160217285156,
46,2302,,395.4773254394531
47,2349,501.1615295410156,
47,2351,,395.46783447265625
48,2399,442.2156982421875,
48,2400,,395.1955261230469
49,2449,492.35760498046875,
49,2449,,395.0616149902344
50,2498,,395.169921875
51,2499,375.4136962890625,
51,2547,,395.09027099609375
52,2549,396.51025390625,
52,2596,,394.6671142578125
53,2599,389.3279113769531,
53,2645,,394.6976013183594
54,2649,303.43792724609375,
54,2694,,394.48822021484375
55,2699,633.1126708984375,
55,2743,,394.4599914550781
56,2749,341.4228820800781,
56,2792,,394.2889709472656
57,2799,313.52197265625,
57,2841,,394.07061767578125
58,2849,386.23126220703125,
58,2890,,393.9423828125
59,2899,374.7820129394531,
59,2939,,393.944091796875
60,2949,378.92327880859375,
60,2988,,393.7171936035156
61,2999,461.917236328125,
61,3037,,393.54833984375
62,3049,354.6330871582031,
62,3086,,393.38262939453125
63,3099,340.1683044433594,
63,3135,,393.4058837890625
64,3149,336.7926025390625,
64,3184,,393.15570068359375
65,3199,294.3878173828125,
65,3233,,392.83013916015625
66,3249,348.7664794921875,
66,3282,,392.7493896484375
67,3299,448.095947265625,
67,3331,,392.54595947265625
68,3349,330.79693603515625,
68,3380,,392.72808837890625
69,3399,430.87451171875,
69,3429,,392.54107666015625
70,3449,378.96917724609375,
70,3478,,392.2137756347656
71,3499,253.43182373046875,
71,3527,,391.883056640625
72,3549,326.5252380371094,
72,3576,,391.8677062988281
73,3599,390.842041015625,
73,3625,,391.80072021484375
74,3649,395.41571044921875,
74,3674,,391.79986572265625
75,3699,344.2095947265625,
75,3723,,391.8393249511719
76,3749,670.8404541015625,
76,3772,,391.3325500488281
77,3799,398.298828125,
77,3821,,391.3188171386719
78,3849,292.3131103515625,
78,3870,,390.9148864746094
79,3899,291.5723876953125,
79,3919,,391.0231018066406
80,3949,482.21356201171875,
80,3968,,390.90423583984375
81,3999,510.989990234375,
81,4017,,390.4222412109375
82,4049,267.1241149902344,
82,4066,,390.4159240722656
83,4099,369.7931213378906,
83,4115,,390.3324279785156
84,4149,488.8851318359375,
84,4164,,390.0596008300781
85,4199,290.82049560546875,
85,4213,,389.5101318359375
86,4249,354.8584899902344,
86,4262,,389.6514892578125
87,4299,415.194580078125,
87,4311,,389.4220275878906
88,4349,462.14508056640625,
88,4360,,389.0606384277344
89,4399,202.20530700683594,
89,4409,,389.21417236328125
90,4449,336.37908935546875,
90,4458,,389.0965881347656
91,4499,421.11529541015625,
91,4507,,388.8738708496094
92,4549,452.17645263671875,
92,4556,,388.39422607421875
93,4599,469.90948486328125,
93,4605,,388.2671203613281
94,4649,394.7996520996094,
94,4654,,388.1094055175781
95,4699,394.2712097167969,
95,4703,,388.0954895019531
96,4749,324.6705017089844,
96,4752,,387.8128356933594
97,4799,497.7530517578125,
97,4801,,387.93109130859375
98,4849,288.8251953125,
98,4850,,387.43035888671875
99,4899,341.941162109375,
99,4899,,387.82928466796875
