epoch,step,train_loss,val_loss
0,48,,3583.23876953125
1,49,4076.731689453125,
1,97,,2666.562255859375
2,99,2135.71484375,
2,146,,1801.8363037109375
3,149,1915.8062744140625,
3,195,,1129.149169921875
4,199,1115.537353515625,
4,244,,718.3297119140625
5,249,443.9672546386719,
5,293,,517.830078125
6,299,466.45404052734375,
6,342,,448.5933837890625
7,349,355.20458984375,
7,391,,429.852294921875
8,399,363.22052001953125,
8,440,,425.7563171386719
9,449,382.18890380859375,
9,489,,425.2591857910156
10,499,435.1053161621094,
10,538,,425.2452087402344
11,549,316.1633605957031,
11,587,,445.6027526855469
12,599,321.0907287597656,
12,636,,426.22247314453125
13,649,342.95526123046875,
13,685,,425.2652282714844
14,699,370.5072021484375,
14,734,,425.3344421386719
15,749,341.7118225097656,
15,783,,425.2338562011719
16,799,422.80035400390625,
16,832,,425.1885986328125
17,849,363.9160461425781,
17,881,,425.3447265625
18,899,420.8909606933594,
18,930,,425.1713562011719
19,949,381.08026123046875,
19,979,,425.3140563964844
20,999,336.1098937988281,
20,1028,,425.28289794921875
21,1049,414.0596008300781,
21,1077,,425.3360290527344
22,1099,374.9593811035156,
22,1126,,425.2062072753906
23,1149,418.1258544921875,
23,1175,,425.174072265625
