epoch,step,train_loss,val_loss
0,48,,3685.558837890625
1,49,3555.11767578125,
1,97,,2773.540771484375
2,99,2758.2529296875,
2,146,,1879.7103271484375
3,149,1738.85400390625,
3,195,,1168.644775390625
4,199,1062.17529296875,
4,244,,732.3876953125
5,249,610.6539306640625,
5,293,,523.6134643554688
6,299,499.786865234375,
6,342,,448.1045227050781
7,349,526.5098876953125,
7,391,,429.90191650390625
8,399,455.427490234375,
8,440,,424.4352111816406
9,449,367.7478942871094,
9,489,,425.4674987792969
10,499,406.3046875,
10,538,,430.7738952636719
11,549,509.410888671875,
11,587,,402.4288330078125
12,599,354.87005615234375,
12,636,,369.6780700683594
13,649,256.75567626953125,
13,685,,369.1518859863281
14,699,410.0018310546875,
14,734,,361.52032470703125
15,749,338.4439697265625,
15,783,,366.17425537109375
16,799,380.59051513671875,
16,832,,317.77740478515625
17,849,332.9261169433594,
17,881,,329.2252197265625
18,899,252.87742614746094,
18,930,,315.1406555175781
19,949,252.3685760498047,
19,979,,302.223388671875
20,999,315.72198486328125,
20,1028,,285.2044372558594
21,1049,274.32342529296875,
21,1077,,297.1918029785156
22,1099,353.41363525390625,
22,1126,,270.4513854980469
23,1149,171.22764587402344,
23,1175,,287.7303161621094
24,1199,345.13897705078125,
24,1224,,327.9384460449219
25,1249,233.93780517578125,
25,1273,,315.4956359863281
26,1299,335.9085388183594,
26,1322,,297.8880310058594
27,1349,209.3284454345703,
27,1371,,283.5206604003906
