epoch,step,train_loss,val_loss
0,3,,6.364445209503174
1,7,,5.823946952819824
2,11,,5.200484752655029
3,15,,4.407825469970703
4,19,,3.2971014976501465
5,23,,1.76984703540802
6,27,,0.9118562340736389
7,31,,1.1300437450408936
8,35,,0.9013150334358215
9,39,,0.9891002178192139
10,43,,1.1719571352005005
11,47,,1.1211721897125244
12,49,1.498956561088562,
12,51,,0.9899673461914062
13,55,,0.8993625044822693
14,59,,0.8843638896942139
15,63,,0.8864639401435852
16,67,,0.9052159786224365
17,71,,0.9376659989356995
18,75,,0.9558834433555603
19,79,,0.9268271327018738
