epoch,step,train_loss,val_loss
0,15,,0.033183738589286804
1,31,,0.031091125681996346
2,47,,0.03154420107603073
3,49,0.02694154903292656,
3,63,,0.03257360681891441
4,79,,0.031133191660046577
5,95,,0.031090818345546722
6,99,0.05236133188009262,
6,111,,0.03232385218143463
7,127,,0.03149973228573799
8,143,,0.03046509437263012
9,149,0.03257157653570175,
9,159,,0.03361911699175835
10,175,,0.03159287944436073
11,191,,0.036368660628795624
12,199,0.03387358412146568,
12,207,,0.032978326082229614
13,223,,0.02967115491628647
14,239,,0.030986255034804344
15,249,0.030216064304113388,
15,255,,0.030530033633112907
16,271,,0.032548531889915466
17,287,,0.032670777291059494
18,299,0.05408351495862007,
18,303,,0.03127110376954079
