epoch,step,train_loss,val_loss
0,49,5331.99755859375,
0,50,,5009.28369140625
1,99,4486.46484375,
1,101,,3293.300537109375
2,149,671.0548095703125,
2,152,,606.5278930664062
3,199,401.6658020019531,
3,203,,361.37530517578125
4,249,497.4790344238281,
4,254,,361.2118225097656
5,299,301.3497314453125,
5,305,,360.134521484375
6,349,330.2044677734375,
6,356,,359.77490234375
7,399,391.604736328125,
7,407,,360.5285339355469
8,449,509.92950439453125,
8,458,,359.8144226074219
9,499,334.1791076660156,
9,509,,360.658447265625
10,549,472.64703369140625,
10,560,,359.79058837890625
11,599,534.0706787109375,
11,611,,361.3814697265625
