epoch,step,train_loss,val_loss
0,3,,6.233999252319336
1,7,,4.737533092498779
2,11,,2.9726405143737793
3,15,,1.4241570234298706
4,19,,0.8790792226791382
5,23,,1.0068843364715576
6,27,,0.9117659330368042
7,31,,0.8516366481781006
8,35,,0.9667021036148071
9,39,,1.0496020317077637
10,43,,0.9915338158607483
11,47,,0.8520243167877197
12,49,0.9604161381721497,
12,51,,0.8009285926818848
13,55,,0.7704086899757385
14,59,,0.7641469836235046
15,63,,0.7723579406738281
16,67,,0.7527320384979248
17,71,,0.7192625403404236
18,75,,0.6968423128128052
19,79,,0.685878336429596
20,83,,0.6977126598358154
21,87,,0.6555889844894409
22,91,,0.6349799036979675
23,95,,0.6423888802528381
24,99,0.5005790591239929,
24,99,,0.62794429063797
25,103,,0.606936514377594
26,107,,0.6156607270240784
27,111,,0.6397020816802979
28,115,,0.6042956709861755
29,119,,0.6128255128860474
30,123,,0.6706340312957764
31,127,,0.6497843265533447
32,131,,0.6585681438446045
33,135,,0.6717446446418762
