epoch,step,train_loss,val_loss
0,3,,4.892491340637207
1,7,,4.790685176849365
2,11,,4.6869401931762695
3,15,,4.582691669464111
4,19,,4.477465629577637
5,23,,4.367120742797852
6,27,,4.252161502838135
7,31,,4.133783340454102
8,35,,4.012148857116699
9,39,,3.887162923812866
10,43,,3.757330894470215
11,47,,3.6223013401031494
12,49,4.4421796798706055,
12,51,,3.482557773590088
13,55,,3.3396365642547607
14,59,,3.193389415740967
15,63,,3.0420334339141846
16,67,,2.889084815979004
17,71,,2.734854221343994
18,75,,2.5793817043304443
19,79,,2.422653913497925
20,83,,2.266880512237549
21,87,,2.110246419906616
22,91,,1.9573334455490112
23,95,,1.8087860345840454
24,99,2.703883647918701,
24,99,,1.6633224487304688
25,103,,1.526145100593567
26,107,,1.3966127634048462
27,111,,1.274957299232483
28,115,,1.1614739894866943
29,119,,1.0587971210479736
30,123,,0.9677080512046814
31,127,,0.8865492343902588
32,131,,0.815786600112915
33,135,,0.7569166421890259
34,139,,0.7095732092857361
35,143,,0.6719684600830078
36,147,,0.6427417397499084
37,149,0.7405729293823242,
37,151,,0.6218094229698181
38,155,,0.6075074076652527
39,159,,0.5983207821846008
40,163,,0.5932733416557312
41,167,,0.591408908367157
42,171,,0.5914381146430969
43,175,,0.5926157236099243
44,179,,0.594430685043335
45,183,,0.5966390371322632
46,187,,0.5990697145462036
