epoch,step,train_loss,val_loss
0,15,,0.03676589950919151
1,31,,0.034691400825977325
2,47,,0.02904733456671238
3,49,0.01990174502134323,
3,63,,0.02330544777214527
4,79,,0.01725197583436966
5,95,,0.017250100150704384
6,99,0.03515587002038956,
6,111,,0.017000406980514526
7,127,,0.01574542745947838
8,143,,0.014961669221520424
9,149,0.01659860834479332,
9,159,,0.014313388615846634
10,175,,0.015026606619358063
11,191,,0.014244644902646542
12,199,0.025017596781253815,
12,207,,0.015941984951496124
13,223,,0.013903933577239513
14,239,,0.013898927718400955
15,249,0.01855289563536644,
15,255,,0.01268027350306511
16,271,,0.013690577819943428
17,287,,0.015911737456917763
18,299,0.013931890949606895,
18,303,,0.013297166675329208
19,319,,0.012954684905707836
20,335,,0.012652620673179626
21,349,0.011999971233308315,
21,351,,0.014645248651504517
22,367,,0.01206088624894619
23,383,,0.01239127479493618
24,399,0.014240664429962635,
24,399,,0.012643381953239441
25,415,,0.012271128594875336
26,431,,0.012534941546618938
27,447,,0.012167425826191902
