epoch,step,train_loss,val_loss
0,44,,4050.94384765625
1,49,4352.962890625,
1,89,,2093.645751953125
2,99,2102.631591796875,
2,134,,699.460693359375
3,149,584.2509155273438,
3,179,,430.54986572265625
4,199,346.80035400390625,
4,224,,412.17218017578125
5,249,274.3817443847656,
5,269,,395.9053649902344
6,299,303.938720703125,
6,314,,379.5349426269531
7,349,481.9316101074219,
7,359,,364.5203552246094
8,399,230.96534729003906,
8,404,,349.1006774902344
9,449,182.22096252441406,
9,449,,333.8869323730469
10,494,,322.14862060546875
11,499,308.0891418457031,
11,539,,311.3935546875
12,549,345.3280029296875,
12,584,,303.4447021484375
13,599,194.91436767578125,
13,629,,294.5303649902344
14,649,132.74246215820312,
14,674,,287.3328857421875
15,699,451.75250244140625,
15,719,,281.4605712890625
16,749,349.81610107421875,
16,764,,276.1723327636719
17,799,294.28179931640625,
17,809,,271.0205383300781
18,849,343.3517761230469,
18,854,,267.6435852050781
19,899,490.92877197265625,
19,899,,264.6199951171875
20,944,,262.51153564453125
21,949,242.5830078125,
21,989,,260.0214538574219
22,999,271.1462097167969,
22,1034,,257.7356872558594
23,1049,350.0782470703125,
23,1079,,256.08807373046875
24,1099,380.1944885253906,
24,1124,,255.1239471435547
25,1149,302.4136047363281,
25,1169,,253.41783142089844
26,1199,259.7165832519531,
26,1214,,251.90939331054688
27,1249,247.26710510253906,
27,1259,,251.0084686279297
28,1299,208.53118896484375,
28,1304,,249.8595733642578
29,1349,310.08111572265625,
29,1349,,249.13658142089844
30,1394,,248.09278869628906
31,1399,270.5894470214844,
31,1439,,247.23362731933594
32,1449,253.97869873046875,
32,1484,,246.9325408935547
33,1499,320.3637390136719,
33,1529,,247.43247985839844
34,1549,338.214111328125,
34,1574,,245.5991973876953
35,1599,242.72915649414062,
35,1619,,245.685546875
36,1649,275.0758361816406,
36,1664,,246.39755249023438
37,1699,299.5234069824219,
37,1709,,245.6124267578125
38,1749,219.21246337890625,
38,1754,,245.84982299804688
39,1799,401.3637390136719,
39,1799,,245.0987091064453
40,1844,,244.8308868408203
41,1849,277.035888671875,
41,1889,,244.44281005859375
42,1899,382.61212158203125,
42,1934,,245.6841278076172
43,1949,186.116455078125,
43,1979,,244.34776306152344
44,1999,311.206298828125,
44,2024,,244.14268493652344
45,2049,186.04556274414062,
45,2069,,244.4176788330078
46,2099,305.8298034667969,
46,2114,,244.06248474121094
47,2149,156.85498046875,
47,2159,,245.60427856445312
48,2199,260.622314453125,
48,2204,,244.450927734375
49,2249,189.55856323242188,
49,2249,,244.02989196777344
50,2294,,244.70118713378906
51,2299,171.7111053466797,
51,2339,,243.60302734375
52,2349,317.0914306640625,
52,2384,,245.3892822265625
53,2399,200.10797119140625,
53,2429,,246.06105041503906
54,2449,296.65625,
54,2474,,243.41171264648438
55,2499,324.3786926269531,
55,2519,,244.04808044433594
56,2549,322.979248046875,
56,2564,,244.1411895751953
57,2599,258.3663024902344,
57,2609,,243.52093505859375
58,2649,447.09063720703125,
58,2654,,243.4782257080078
59,2699,193.8291015625,
59,2699,,243.65513610839844
