epoch,step,train_loss,val_loss
0,49,411.3322448730469,
0,50,,413.883544921875
1,99,353.9757995605469,
1,101,,367.48565673828125
2,149,386.0733947753906,
2,152,,335.1206970214844
3,199,353.6719665527344,
3,203,,322.618408203125
4,249,293.64361572265625,
4,254,,303.6087646484375
5,299,225.5919189453125,
5,305,,306.6535949707031
6,349,318.8941650390625,
6,356,,288.1133728027344
7,399,368.6748962402344,
7,407,,285.33880615234375
8,449,266.60601806640625,
8,458,,280.84228515625
9,499,408.05389404296875,
9,509,,289.0476989746094
10,549,223.27151489257812,
10,560,,298.5674133300781
11,599,136.7721405029297,
11,611,,271.3515319824219
12,649,285.9916076660156,
12,662,,273.0211181640625
13,699,309.5591125488281,
13,713,,267.14031982421875
14,749,191.16392517089844,
14,764,,264.1636047363281
15,799,246.17355346679688,
15,815,,269.94476318359375
16,849,322.52166748046875,
16,866,,265.5481872558594
17,899,215.42599487304688,
17,917,,275.61993408203125
18,949,201.76480102539062,
18,968,,293.5792541503906
19,999,374.98175048828125,
19,1019,,259.3038635253906
20,1049,457.34228515625,
20,1070,,267.5144348144531
21,1099,403.09661865234375,
21,1121,,270.4737243652344
22,1149,265.42254638671875,
22,1172,,256.64111328125
23,1199,299.34149169921875,
23,1223,,265.5401916503906
24,1249,250.87623596191406,
24,1274,,263.1402587890625
25,1299,175.99798583984375,
25,1325,,254.28367614746094
26,1349,445.5524597167969,
26,1376,,276.24603271484375
27,1399,325.32476806640625,
27,1427,,257.13555908203125
28,1449,253.2016143798828,
28,1478,,252.33644104003906
29,1499,178.94309997558594,
29,1529,,255.71026611328125
30,1549,157.9379119873047,
30,1580,,256.50616455078125
31,1599,188.28648376464844,
31,1631,,263.5984802246094
32,1649,357.776123046875,
32,1682,,252.2864990234375
33,1699,358.7721252441406,
33,1733,,274.6064758300781
34,1749,271.8214111328125,
34,1784,,288.0381774902344
35,1799,323.10546875,
35,1835,,261.9515075683594
36,1849,286.1802673339844,
36,1886,,253.43150329589844
37,1899,347.5223388671875,
37,1937,,250.35693359375
38,1949,240.34445190429688,
38,1988,,251.54861450195312
39,1999,305.6033630371094,
39,2039,,251.50173950195312
40,2049,198.4169921875,
40,2090,,256.17071533203125
41,2099,271.6276550292969,
41,2141,,252.00228881835938
42,2149,134.01356506347656,
42,2192,,263.2832336425781
