epoch,step,train_loss,val_loss
0,48,,4567.607421875
1,49,5821.9638671875,
1,97,,4264.90234375
2,99,4272.7666015625,
2,146,,4032.352783203125
3,149,3993.6923828125,
3,195,,3824.806884765625
4,199,3990.7578125,
4,244,,3631.86962890625
5,249,3554.558837890625,
5,293,,3450.914306640625
6,299,3133.85302734375,
6,342,,3279.09521484375
7,349,3505.7841796875,
7,391,,3116.59130859375
8,399,3136.087158203125,
8,440,,2961.16455078125
9,449,2880.843505859375,
9,489,,2814.594482421875
10,499,2279.515869140625,
10,538,,2673.8291015625
11,549,2946.249267578125,
11,587,,2540.263916015625
12,599,2394.825439453125,
12,636,,2412.377197265625
13,649,2408.748291015625,
13,685,,2291.02001953125
14,699,2438.14111328125,
14,734,,2175.0927734375
15,749,2168.46533203125,
15,783,,2065.0703125
16,799,1777.966796875,
16,832,,1960.0755615234375
17,849,2174.922607421875,
17,881,,1860.59716796875
18,899,2195.295654296875,
18,930,,1766.41650390625
19,949,1923.555908203125,
19,979,,1676.3177490234375
20,999,1854.0306396484375,
20,1028,,1591.5025634765625
21,1049,1652.836669921875,
21,1077,,1510.178955078125
22,1099,1497.56640625,
22,1126,,1433.7276611328125
23,1149,1274.4853515625,
23,1175,,1361.7362060546875
24,1199,1021.4320068359375,
24,1224,,1293.5628662109375
25,1249,1332.03515625,
25,1273,,1228.4483642578125
26,1299,1510.2783203125,
26,1322,,1167.635498046875
27,1349,1225.2679443359375,
27,1371,,1110.2568359375
28,1399,1131.761962890625,
28,1420,,1056.3319091796875
29,1449,1444.7730712890625,
29,1469,,1005.3148803710938
30,1499,919.76953125,
30,1518,,957.9505004882812
31,1549,668.2454833984375,
31,1567,,913.670654296875
32,1599,995.9991455078125,
32,1616,,871.8469848632812
33,1649,1005.2610473632812,
33,1665,,833.4915771484375
34,1699,853.667724609375,
34,1714,,796.99462890625
35,1749,751.283447265625,
35,1763,,763.0859375
36,1799,581.3340454101562,
36,1812,,731.8767700195312
37,1849,938.1083984375,
37,1861,,702.533203125
38,1899,1074.000244140625,
38,1910,,675.9407348632812
39,1949,587.1134033203125,
39,1959,,651.1342163085938
40,1999,876.444091796875,
40,2008,,628.2672119140625
41,2049,513.4727783203125,
41,2057,,607.3125
42,2099,659.4424438476562,
42,2106,,588.263671875
43,2149,802.00341796875,
43,2155,,570.5350952148438
44,2199,537.8927612304688,
44,2204,,554.3899536132812
45,2249,630.716552734375,
45,2253,,540.0489501953125
46,2299,356.23858642578125,
46,2302,,526.8219604492188
47,2349,723.0204467773438,
47,2351,,514.6522216796875
48,2399,528.9810180664062,
48,2400,,503.98956298828125
49,2449,678.4375,
49,2449,,494.115478515625
50,2498,,485.4205627441406
51,2499,348.853759765625,
51,2547,,477.8061828613281
52,2549,303.85662841796875,
52,2596,,470.7945556640625
53,2599,393.671630859375,
53,2645,,464.8521728515625
54,2649,521.6312255859375,
54,2694,,459.41729736328125
55,2699,408.00213623046875,
55,2743,,454.7996520996094
56,2749,372.4652099609375,
56,2792,,450.6591796875
57,2799,514.9527587890625,
57,2841,,447.22265625
58,2849,516.4777221679688,
58,2890,,444.20867919921875
59,2899,507.8297119140625,
59,2939,,441.51617431640625
60,2949,317.80487060546875,
60,2988,,439.36114501953125
61,2999,336.10552978515625,
61,3037,,437.43505859375
62,3049,400.5747985839844,
62,3086,,435.85528564453125
63,3099,306.3425598144531,
63,3135,,434.5660095214844
64,3149,384.30242919921875,
64,3184,,433.6003723144531
65,3199,393.06158447265625,
65,3233,,432.7895202636719
66,3249,686.9904174804688,
66,3282,,432.10870361328125
67,3299,388.51116943359375,
67,3331,,431.5622863769531
68,3349,340.12835693359375,
68,3380,,431.17083740234375
69,3399,371.3127136230469,
69,3429,,430.9346618652344
70,3449,350.33636474609375,
70,3478,,430.7347717285156
71,3499,358.45849609375,
71,3527,,430.6224670410156
72,3549,338.7133483886719,
72,3576,,430.5550231933594
73,3599,377.634521484375,
73,3625,,430.5472412109375
74,3649,343.9099426269531,
74,3674,,430.5791015625
75,3699,422.5174560546875,
75,3723,,430.6293029785156
76,3749,325.5206298828125,
76,3772,,430.7201843261719
77,3799,395.48779296875,
77,3821,,430.77850341796875
78,3849,452.24908447265625,
78,3870,,430.8844909667969
