epoch,step,train_loss,val_loss
0,49,3192.18798828125,
0,50,,3427.644287109375
1,99,496.2822265625,
1,101,,591.0023803710938
2,149,253.5284881591797,
2,152,,430.6294860839844
3,199,305.9251708984375,
3,203,,424.6958312988281
4,249,197.0354766845703,
4,254,,417.52178955078125
5,299,433.82525634765625,
5,305,,410.77947998046875
6,349,420.4475402832031,
6,356,,404.6117248535156
7,399,334.5799560546875,
7,407,,397.75457763671875
8,449,358.2113342285156,
8,458,,391.6315002441406
9,499,409.0130920410156,
9,509,,385.1476745605469
10,549,363.07061767578125,
10,560,,379.4743347167969
11,599,204.89854431152344,
11,611,,373.7634582519531
12,649,300.38702392578125,
12,662,,367.73779296875
13,699,379.4321594238281,
13,713,,362.26910400390625
14,749,193.25375366210938,
14,764,,356.2018737792969
15,799,392.07513427734375,
15,815,,349.93902587890625
16,849,296.347412109375,
16,866,,344.5480041503906
17,899,243.9927978515625,
17,917,,341.115234375
18,949,378.986328125,
18,968,,335.1106262207031
19,999,307.7239074707031,
19,1019,,329.30401611328125
20,1049,358.18719482421875,
20,1070,,323.7313232421875
21,1099,250.5141143798828,
21,1121,,319.13092041015625
22,1149,225.3907470703125,
22,1172,,314.61956787109375
23,1199,220.675048828125,
23,1223,,311.9976501464844
24,1249,186.39035034179688,
24,1274,,309.3583068847656
25,1299,287.7189636230469,
25,1325,,303.89398193359375
26,1349,264.27081298828125,
26,1376,,300.34149169921875
27,1399,295.7322082519531,
27,1427,,296.94122314453125
28,1449,243.00588989257812,
28,1478,,294.052978515625
29,1499,303.4337158203125,
29,1529,,293.4313049316406
30,1549,357.1588134765625,
30,1580,,291.0395202636719
31,1599,349.69384765625,
31,1631,,288.8744812011719
32,1649,222.2947235107422,
32,1682,,286.5730895996094
33,1699,368.3575439453125,
33,1733,,284.20367431640625
34,1749,336.45880126953125,
34,1784,,282.2137451171875
35,1799,352.8453063964844,
35,1835,,280.4776916503906
36,1849,208.09864807128906,
36,1886,,284.314697265625
37,1899,326.31243896484375,
37,1937,,278.6365966796875
38,1949,207.37936401367188,
38,1988,,277.45794677734375
39,1999,356.5026550292969,
39,2039,,276.9184875488281
40,2049,239.13839721679688,
40,2090,,280.1747741699219
41,2099,324.83551025390625,
41,2141,,275.4041748046875
42,2149,230.74945068359375,
42,2192,,274.1558837890625
43,2199,356.96392822265625,
43,2243,,270.8382568359375
44,2249,298.91754150390625,
44,2294,,273.20013427734375
45,2299,284.90826416015625,
45,2345,,272.3031311035156
46,2349,233.50767517089844,
46,2396,,267.60302734375
47,2399,236.24227905273438,
47,2447,,266.5177001953125
48,2449,344.29083251953125,
48,2498,,267.1044616699219
49,2499,204.9912109375,
49,2549,67.77245330810547,
49,2549,,266.2541809082031
50,2599,273.7953796386719,
50,2600,,263.62603759765625
51,2649,460.0223083496094,
51,2651,,262.667236328125
52,2699,245.56846618652344,
52,2702,,266.1813049316406
53,2749,297.3052673339844,
53,2753,,260.599609375
54,2799,208.68727111816406,
54,2804,,259.7716064453125
55,2849,186.0781707763672,
55,2855,,260.5306091308594
56,2899,296.464111328125,
56,2906,,257.7434387207031
57,2949,239.03115844726562,
57,2957,,260.38665771484375
58,2999,225.87535095214844,
58,3008,,256.3564147949219
59,3049,131.4878387451172,
59,3059,,255.7500457763672
60,3099,296.2907409667969,
60,3110,,255.62684631347656
61,3149,185.42433166503906,
61,3161,,257.7605895996094
62,3199,262.74835205078125,
62,3212,,254.4989776611328
63,3249,287.2234191894531,
63,3263,,256.18157958984375
64,3299,224.26828002929688,
64,3314,,253.01351928710938
65,3349,147.91571044921875,
65,3365,,250.83908081054688
66,3399,224.985107421875,
66,3416,,251.6159210205078
67,3449,194.32513427734375,
67,3467,,249.70162963867188
68,3499,217.6756134033203,
68,3518,,249.33538818359375
69,3549,238.68008422851562,
69,3569,,248.0581817626953
70,3599,194.7837677001953,
70,3620,,247.89361572265625
71,3649,183.40245056152344,
71,3671,,255.73399353027344
72,3699,187.53302001953125,
72,3722,,245.97769165039062
73,3749,167.8672332763672,
73,3773,,258.553466796875
74,3799,270.4447021484375,
74,3824,,244.85366821289062
75,3849,240.6444091796875,
75,3875,,245.863037109375
76,3899,302.24859619140625,
76,3926,,243.45518493652344
77,3949,198.19345092773438,
77,3977,,243.11863708496094
78,3999,241.0183868408203,
78,4028,,243.13832092285156
79,4049,221.62045288085938,
79,4079,,244.11312866210938
80,4099,279.698486328125,
80,4130,,241.82907104492188
81,4149,191.72018432617188,
81,4181,,243.44876098632812
82,4199,249.2852783203125,
82,4232,,241.51806640625
83,4249,218.9415283203125,
83,4283,,243.92623901367188
84,4299,203.2393798828125,
84,4334,,248.0106658935547
85,4349,133.38092041015625,
85,4385,,239.84136962890625
86,4399,207.33535766601562,
86,4436,,239.59620666503906
87,4449,277.89764404296875,
87,4487,,238.99005126953125
88,4499,245.26931762695312,
88,4538,,244.99571228027344
89,4549,78.3033447265625,
89,4589,,239.2431182861328
90,4599,224.73184204101562,
90,4640,,237.96084594726562
91,4649,285.49053955078125,
91,4691,,237.8066864013672
92,4699,155.55181884765625,
92,4742,,238.46360778808594
93,4749,182.58099365234375,
93,4793,,237.35072326660156
94,4799,199.00057983398438,
94,4844,,237.72052001953125
95,4849,229.03634643554688,
95,4895,,236.83763122558594
96,4899,196.26358032226562,
96,4946,,237.7175750732422
97,4949,185.16539001464844,
97,4997,,237.2656707763672
98,4999,235.84454345703125,
98,5048,,239.79307556152344
99,5049,171.1815948486328,
99,5099,248.24185180664062,
99,5099,,235.8054962158203
