epoch,step,train_loss,val_loss
0,44,,444.050048828125
1,49,537.095947265625,
1,89,,397.74090576171875
2,99,389.10107421875,
2,134,,326.34613037109375
3,149,204.87496948242188,
3,179,,290.4754943847656
4,199,249.51885986328125,
4,224,,265.08673095703125
5,249,265.47991943359375,
5,269,,257.8099365234375
6,299,198.42776489257812,
6,314,,251.2162322998047
7,349,241.5961456298828,
7,359,,249.4266357421875
8,399,185.4051513671875,
8,404,,247.9557647705078
9,449,196.57249450683594,
9,449,,251.7703399658203
10,494,,248.7359161376953
11,499,239.23123168945312,
11,539,,250.9400634765625
12,549,213.49969482421875,
12,584,,247.13888549804688
13,599,337.322998046875,
13,629,,249.25416564941406
14,649,146.85214233398438,
14,674,,248.45701599121094
15,699,294.6793212890625,
15,719,,250.57537841796875
16,749,148.39874267578125,
16,764,,248.9776153564453
17,799,206.8888702392578,
17,809,,247.5375213623047
