epoch,step,train_loss,val_loss
0,49,2903.4375,
0,50,,2889.806396484375
1,99,361.363525390625,
1,101,,405.1632385253906
2,149,275.29376220703125,
2,152,,365.0269470214844
3,199,341.6407775878906,
3,203,,324.94390869140625
4,249,318.1307067871094,
4,254,,289.7141418457031
5,299,246.6925811767578,
5,305,,267.3984680175781
6,349,201.70277404785156,
6,356,,254.72604370117188
7,399,305.5908203125,
7,407,,246.87734985351562
8,449,178.41268920898438,
8,458,,242.70669555664062
9,499,112.03608703613281,
9,509,,241.1480255126953
10,549,276.6620788574219,
10,560,,240.48875427246094
11,599,152.90682983398438,
11,611,,243.57583618164062
12,649,204.03216552734375,
12,662,,239.35057067871094
13,699,187.3691864013672,
13,713,,238.87220764160156
14,749,345.8714599609375,
14,764,,241.00184631347656
15,799,193.28152465820312,
15,815,,238.0082550048828
16,849,279.3733825683594,
16,866,,239.16590881347656
17,899,233.8154296875,
17,917,,240.55718994140625
18,949,257.18572998046875,
18,968,,238.12567138671875
19,999,252.9182586669922,
19,1019,,237.88665771484375
20,1049,250.0205078125,
20,1070,,239.8986053466797
21,1099,195.88189697265625,
21,1121,,240.15884399414062
22,1149,173.19876098632812,
22,1172,,239.48654174804688
23,1199,277.82720947265625,
23,1223,,240.42088317871094
24,1249,220.826171875,
24,1274,,239.50967407226562
