epoch,step,train_loss,val_loss
0,48,,3467.263427734375
1,49,3048.773193359375,
1,97,,2561.106689453125
2,99,2996.35107421875,
2,146,,1712.060546875
3,149,1770.104248046875,
3,195,,1059.9061279296875
4,199,1178.5208740234375,
4,244,,670.23876953125
5,249,628.68212890625,
5,293,,496.4079284667969
6,299,482.95404052734375,
6,342,,440.9718017578125
7,349,319.2124938964844,
7,391,,430.9221496582031
8,399,448.21624755859375,
8,440,,430.79119873046875
9,449,581.0965576171875,
9,489,,431.5614929199219
10,499,413.94293212890625,
10,538,,430.68841552734375
11,549,480.71661376953125,
11,587,,433.6533203125
12,599,263.12890625,
12,636,,433.64453125
13,649,538.240478515625,
13,685,,433.1091613769531
14,699,488.89007568359375,
14,734,,431.1751708984375
15,749,429.64556884765625,
15,783,,433.3214111328125
