epoch,step,train_loss,val_loss
0,17,,0.11953700333833694
1,35,,0.043501704931259155
2,49,0.030881524085998535,
2,53,,0.02838921546936035
3,71,,0.024828312918543816
4,89,,0.02254803478717804
5,99,0.02388026751577854,
5,107,,0.02284889481961727
6,125,,0.022393396124243736
7,143,,0.01985439471900463
8,149,0.02232193946838379,
8,161,,0.020758237689733505
9,179,,0.01987018994987011
10,197,,0.019444962963461876
11,199,0.011069733649492264,
11,215,,0.019040297716856003
12,233,,0.019090835005044937
13,249,0.020504454150795937,
13,251,,0.01871287077665329
14,269,,0.019434403628110886
15,287,,0.018386218696832657
16,299,0.01777489110827446,
16,305,,0.017904412001371384
17,323,,0.01806209422647953
18,341,,0.021070705726742744
19,349,0.016110265627503395,
19,359,,0.017674671486020088
20,377,,0.01865452527999878
21,395,,0.020480727776885033
22,399,0.03286740183830261,
22,413,,0.02043062448501587
23,431,,0.01769062876701355
24,449,0.026360612362623215,
24,449,,0.027393033728003502
