epoch,step,train_loss,val_loss
0,48,,5278.4228515625
1,49,5608.56396484375,
1,97,,3995.06005859375
2,99,3945.763671875,
2,146,,1275.6063232421875
3,149,677.3087158203125,
3,195,,428.95074462890625
4,199,383.357666015625,
4,244,,429.1798400878906
5,249,279.51611328125,
5,293,,429.32928466796875
6,299,519.481689453125,
6,342,,429.1562194824219
7,349,388.25830078125,
7,391,,428.57550048828125
8,399,336.3893127441406,
8,440,,429.6994323730469
9,449,294.9892272949219,
9,489,,428.2104797363281
10,499,520.3077392578125,
10,538,,429.3978271484375
11,549,312.45062255859375,
11,587,,428.476806640625
12,599,377.32061767578125,
12,636,,427.3471984863281
13,649,437.8282470703125,
13,685,,428.6272888183594
14,699,538.267578125,
14,734,,428.855712890625
15,749,398.6934814453125,
15,783,,427.068359375
16,799,372.55029296875,
16,832,,427.50274658203125
17,849,397.6203308105469,
17,881,,427.9410095214844
18,899,347.7256164550781,
18,930,,427.0783386230469
19,949,375.4823303222656,
19,979,,426.3978271484375
20,999,248.61163330078125,
20,1028,,426.1524963378906
21,1049,357.5356140136719,
21,1077,,426.53399658203125
22,1099,326.4884338378906,
22,1126,,429.79071044921875
23,1149,406.63690185546875,
23,1175,,427.57147216796875
24,1199,623.2073974609375,
24,1224,,425.9420471191406
25,1249,262.3857421875,
25,1273,,426.2119140625
26,1299,472.71044921875,
26,1322,,425.14483642578125
27,1349,454.278076171875,
27,1371,,427.616455078125
28,1399,418.36639404296875,
28,1420,,425.6199035644531
29,1449,368.8216247558594,
29,1469,,423.83367919921875
30,1499,268.44525146484375,
30,1518,,428.9244689941406
31,1549,655.7899780273438,
31,1567,,423.2265930175781
32,1599,308.9768981933594,
32,1616,,431.9975280761719
33,1649,565.6593627929688,
33,1665,,422.7422790527344
34,1699,466.9779052734375,
34,1714,,423.7032470703125
35,1749,415.62225341796875,
35,1763,,422.63507080078125
36,1799,422.7847595214844,
36,1812,,423.15362548828125
37,1849,439.89385986328125,
37,1861,,423.44696044921875
38,1899,317.4213562011719,
38,1910,,423.4847106933594
39,1949,482.0173034667969,
39,1959,,424.8761901855469
40,1999,327.578125,
40,2008,,421.9190368652344
41,2049,317.8695983886719,
41,2057,,424.64959716796875
42,2099,383.664306640625,
42,2106,,424.7257995605469
43,2149,481.09954833984375,
43,2155,,420.5953063964844
44,2199,446.41839599609375,
44,2204,,420.56964111328125
45,2249,416.19805908203125,
45,2253,,421.32354736328125
46,2299,365.1023254394531,
46,2302,,419.91229248046875
47,2349,262.71856689453125,
47,2351,,419.57769775390625
48,2399,357.595703125,
48,2400,,422.011962890625
49,2449,372.06982421875,
49,2449,,419.6352844238281
50,2498,,418.92132568359375
51,2499,440.1223449707031,
51,2547,,421.02435302734375
52,2549,413.19140625,
52,2596,,418.7230529785156
53,2599,373.196533203125,
53,2645,,418.2650451660156
54,2649,282.1112365722656,
54,2694,,421.4795837402344
55,2699,537.3475341796875,
55,2743,,424.6891784667969
56,2749,407.154296875,
56,2792,,417.6877746582031
57,2799,250.00975036621094,
57,2841,,421.2640686035156
58,2849,482.57415771484375,
58,2890,,417.2494812011719
59,2899,479.52569580078125,
59,2939,,417.34625244140625
60,2949,272.15911865234375,
60,2988,,417.7763366699219
61,2999,292.4715881347656,
61,3037,,419.657958984375
62,3049,627.1753540039062,
62,3086,,418.6400451660156
63,3099,365.1103210449219,
63,3135,,424.7576599121094
