epoch,step,train_loss,val_loss
0,48,,4524.322265625
1,49,4270.90234375,
1,97,,3948.71484375
2,99,3960.29736328125,
2,146,,3288.624267578125
3,149,2981.83056640625,
3,195,,2612.09423828125
4,199,2675.48095703125,
4,244,,1981.985107421875
5,249,1837.2900390625,
5,293,,1441.793701171875
6,299,1231.3994140625,
6,342,,1028.33056640625
7,349,937.1340942382812,
7,391,,742.5079345703125
8,399,969.1004028320312,
8,440,,564.5111083984375
9,449,457.0634765625,
9,489,,469.61749267578125
10,499,569.05029296875,
10,538,,428.0483703613281
11,549,254.36618041992188,
11,587,,408.7711181640625
12,599,519.84716796875,
12,636,,400.3423156738281
13,649,398.6001281738281,
13,685,,397.8899841308594
14,699,256.53350830078125,
14,734,,397.30181884765625
15,749,405.8840637207031,
15,783,,396.9388427734375
16,799,396.74725341796875,
16,832,,396.6054382324219
17,849,360.20086669921875,
17,881,,396.78387451171875
18,899,673.6773681640625,
18,930,,397.2988586425781
19,949,446.7689208984375,
19,979,,396.54083251953125
20,999,475.3177185058594,
20,1028,,394.7813415527344
21,1049,574.4371337890625,
21,1077,,342.9472351074219
22,1099,374.0872497558594,
22,1126,,320.76666259765625
23,1149,443.47247314453125,
23,1175,,290.2232666015625
24,1199,318.61175537109375,
24,1224,,282.23175048828125
25,1249,397.4841613769531,
25,1273,,288.8798522949219
26,1299,265.3721008300781,
26,1322,,272.5918273925781
27,1349,455.49700927734375,
27,1371,,271.3044128417969
28,1399,346.47027587890625,
28,1420,,270.1224670410156
29,1449,281.73291015625,
29,1469,,265.42071533203125
30,1499,350.9337463378906,
30,1518,,288.3521423339844
31,1549,491.89727783203125,
31,1567,,263.5168762207031
32,1599,268.70050048828125,
32,1616,,262.527099609375
33,1649,313.4546813964844,
33,1665,,263.3177490234375
34,1699,263.420166015625,
34,1714,,271.7366027832031
35,1749,263.7486877441406,
35,1763,,279.4377136230469
36,1799,357.40625,
36,1812,,261.900146484375
37,1849,196.1107177734375,
37,1861,,266.4376525878906
38,1899,244.58091735839844,
38,1910,,260.09112548828125
39,1949,271.2367248535156,
39,1959,,261.3835754394531
40,1999,327.72552490234375,
40,2008,,256.4478759765625
41,2049,227.52850341796875,
41,2057,,269.3661804199219
42,2099,464.30657958984375,
42,2106,,257.17681884765625
43,2149,245.56192016601562,
43,2155,,264.74432373046875
44,2199,354.7479553222656,
44,2204,,259.36688232421875
45,2249,273.0325012207031,
45,2253,,255.99070739746094
46,2299,276.3536682128906,
46,2302,,254.3142852783203
47,2349,297.5178527832031,
47,2351,,261.1496887207031
48,2399,256.6685791015625,
48,2400,,255.80055236816406
49,2449,133.45497131347656,
49,2449,,255.9724884033203
50,2498,,254.6375274658203
51,2499,339.6086120605469,
51,2547,,267.36175537109375
