epoch,step,train_loss,val_loss
0,11,,0.11281639337539673
1,23,,0.09039393067359924
2,35,,0.03522016853094101
3,47,,0.03210228309035301
4,49,0.0264283437281847,
4,59,,0.03012154810130596
5,71,,0.028816353529691696
6,83,,0.028771057724952698
7,95,,0.03049958497285843
8,99,0.02150399051606655,
8,107,,0.029168320819735527
9,119,,0.026537837460637093
10,131,,0.026011742651462555
11,143,,0.02615538239479065
12,149,0.019851282238960266,
12,155,,0.029015786945819855
13,167,,0.02645297721028328
14,179,,0.02489624358713627
15,191,,0.025208869948983192
16,199,0.025323737412691116,
16,203,,0.02804533950984478
17,215,,0.03879272937774658
18,227,,0.025034219026565552
19,239,,0.024556944146752357
20,249,0.012752288952469826,
20,251,,0.02583402395248413
21,263,,0.024700768291950226
22,275,,0.02770799584686756
23,287,,0.02465151809155941
24,299,0.022747602313756943,
24,299,,0.02671355940401554
