epoch,step,train_loss,val_loss
0,3,,6.6239914894104
1,7,,5.727072238922119
2,11,,4.838403224945068
3,15,,3.9699530601501465
4,19,,3.1147072315216064
5,23,,2.323779821395874
6,27,,1.6689773797988892
7,31,,1.2090644836425781
8,35,,0.9426395893096924
9,39,,0.831158459186554
10,43,,0.7964672446250916
11,47,,0.7779608368873596
12,49,0.888461709022522,
12,51,,0.7566220760345459
13,55,,0.7391362190246582
14,59,,0.7316068410873413
15,63,,0.7341322898864746
16,67,,0.736951470375061
17,71,,0.7300726771354675
18,75,,0.7120601534843445
19,79,,0.6871744394302368
20,83,,0.6637584567070007
21,87,,0.6447504162788391
22,91,,0.629148542881012
23,95,,0.6152905821800232
24,99,0.44016745686531067,
24,99,,0.6051928997039795
25,103,,0.5935260057449341
26,107,,0.589903712272644
27,111,,0.5867841839790344
28,115,,0.5877162218093872
29,119,,0.5912044644355774
30,123,,0.5846836566925049
31,127,,0.5781286954879761
32,131,,0.5800033807754517
33,135,,0.5822980403900146
34,139,,0.5826631784439087
35,143,,0.5794672966003418
36,147,,0.583054780960083
