epoch,step,train_loss,val_loss
0,48,,3784.375244140625
1,49,3910.8984375,
1,97,,2856.244873046875
2,99,2712.7294921875,
2,146,,1931.7178955078125
3,149,1783.648193359375,
3,195,,1193.115966796875
4,199,1525.077392578125,
4,244,,727.5762939453125
5,249,824.6581420898438,
5,293,,502.00927734375
6,299,372.65673828125,
6,342,,418.0047912597656
7,349,357.31719970703125,
7,391,,391.31378173828125
8,399,406.4606628417969,
8,440,,384.51202392578125
9,449,493.4900207519531,
9,489,,362.5147399902344
10,499,312.6897277832031,
10,538,,354.1045227050781
11,549,287.0908508300781,
11,587,,341.5230407714844
12,599,253.8753662109375,
12,636,,363.2701110839844
13,649,377.82415771484375,
13,685,,329.7187194824219
14,699,278.51513671875,
14,734,,324.2884826660156
15,749,353.8648681640625,
15,783,,390.309326171875
16,799,481.5472717285156,
16,832,,328.60577392578125
17,849,303.5906982421875,
17,881,,306.0812683105469
18,899,342.738525390625,
18,930,,309.0530700683594
19,949,183.56126403808594,
19,979,,296.6463623046875
20,999,227.75460815429688,
20,1028,,295.9881591796875
21,1049,225.42156982421875,
21,1077,,276.4013977050781
22,1099,379.12420654296875,
22,1126,,286.0948486328125
23,1149,364.7270202636719,
23,1175,,281.5060119628906
24,1199,338.4878234863281,
24,1224,,308.6400146484375
25,1249,215.64260864257812,
25,1273,,312.13262939453125
26,1299,299.68609619140625,
26,1322,,289.9380798339844
